233752	387755
110168	2841
240892	92235
56294	5780
67674	51504
67122	441478
227656	57109
11550	146
227394	353189
73261	646174
12161	654
114774	5074
75736	83596
12311	799
97820	57179
66768	133015
68774	64231
71236	27156
14660	2744
245269	167359
22381	51186
67382	8019
70840	85413
53417	64344
18125	4842
238377	8111
353170	55787
67530	7381
23980	5037
320091	121601
71242	202051
20088	6229
17181	4147
74180	727897
20216	6296
12767	7852
66882	9689
68837	3607
260301	150677
241452	10170
212517	55779
57319	10924
11819	7026
17064	22918
436059	8824
80795	58515
52502	23589
14738	2835
230753	9967
258246	119678
432479	100128569
241391	11227
11727	283
56626	27343
104086	1593
18607	5170
66443	126282
68929	64598
545136	84070
238680	79937
66500	148867
270160	54734
18792	5328
12142	639
259100	390077
211429	100137049
209354	1967
320714	60684
74337	342979
338467	23515
20262	50861
666528	84215
103677	23293
67563	64428
22608	4904
319885	84186
320111	285800
12796	820
16010	3487
72016	80178
170484	7827
68501	286053
269585	7579
56336	9334
74694	23329
241159	129807
319742	196264
14904	9567
69956	55037
433899	389207
17690	4440
217935	55112
15516	3326
27176	6130
81600	27159
328401	390443
27081	10838
13388	28514
11789	324
110058	51760
15248	3090
12826	1282
73610	163059
102635315	163059
102636264	163059
226182	6877
68212	51643
57342	55742
73744	4123
67604	51608
23991	10519
68667	54795
14137	2222
66765	414157
271786	114805
240334	78991
258618	138881
72287	79156
226971	55041
53311	4608
17463	5713
54635	56034
544817	201176
71912	126306
14661	2746
58244	10228
67555	152586
71151	112479
67770	79886
245884	346653
56772	10962
71472	10869
622645	645369
237890	342618
27428	57619
327900	92181
20849	6775
76737	79174
103583	23291
18241	4935
75796	124359
67549	653519
67549	51463
16002	3481
245684	22866
72097	343990
71780	51477
68165	112812
212728	6894
20818	58477
22762	23414
16825	8861
54519	54518
69606	123263
56455	8655
171209	9311
20333	9554
17966	4077
235542	5523
233335	23336
214189	10590
53860	10801
19220	5737
20197	6274
77318	79722
15932	3425
51902	11237
19708	5977
67729	54682
332427	254773
13478	1798
11682	238
29869	9706
75823	196951
234776	23300
228432	63982
20303	6351
54384	9108
74316	122961
13349	2532
225392	285613
13860	2059
100502698	9711
97484	84342
56748	27247
67931	5276
19714	5980
213464	5929
16822	3937
12406	871
75570	79840
170947	91977
54486	27306
21677	8463
14017	2123
16798	9113
57895	90693
107569	51251
268465	146956
68776	6882
68845	55011
329910	26027
319415	222537
17967	4684
269774	22848
14365	7976
69662	221545
59042	11316
63913	116496
72018	139341
16478	3727
57755	150353
68294	10227
26367	634
26365	634
67397	10961
14766	9289
224440	54093
18675	5251
56747	23544
59091	57158
66179	79701
16648	3839
30956	10157
12122	637
67902	25870
170759	57130
239759	200879
108912	157313
18595	5156
20272	6332
213121	148741
353047	9842
622434	26084
237500	160418
30056	26520
72413	10242
51960	130535
75292	23683
217847	51156
108015	1143
26992	29117
100647	80761
15223	2302
102774	585
14427	2587
97827	55218
68955	84530
76088	81704
11495	2515
544792	644070
52588	81619
258846	219437
108083	8396
71228	9231
93760	8289
67063	84302
93790	81614
12769	10803
619287	340595
228730	55857
19365	5893
21411	6942
65019	9349
68327	115939
12703	8651
208228	126308
236293	387601
319800	387601
171405	387601
434674	387601
22258	7375
27407	10061
77630	56978
21399	6917
30944	30832
14429	8484
330502	284406
12181	23246
19879	9376
71831	285423
210789	9882
75552	344838
76223	340351
19164	5663
232341	65125
432839	9721
380702	388336
23983	5093
67422	79947
227738	90678
19301	5827
69743	54897
56743	7462
52348	137492
240168	25780
104362	644890
230085	23349
319177	255626
67747	26150
73442	259217
14060	2165
244879	4863
110595	7079
104732	283643
328092	112487
111174	134864
620246	9293
245902	80071
27386	64067
67905	132160
68118	60673
76041	202243
67300	1213
104836	79872
15163	3059
54376	10368
13537	1844
654498	10086
76156	9715
258270	393046
15565	3362
17258	4205
56057	54766
17385	4320
67295	115827
97114	8355
212514	152185
73666	84321
66070	51503
331401	57187
105377	84250
227334	55230
79233	57567
19305	5830
74249	79442
26370	1069
67578	197135
67789	55152
72701	114991
319586	60680
58867	23546
67200	84318
110172	10237
15558	3356
12343	830
320253	115123
217378	51277
383787	100131244
27274	117608
408193	139562
14080	2168
30952	54714
544696	221322
217124	84687
319322	10992
378700	359710
13664	1964
218989	54916
216971	55731
212679	92935
72047	11325
66335	528
66218	4715
27356	11172
99003	79832
11757	10935
67356	145942
13849	2052
329727	163259
110196	2224
17122	10608
15159	3052
18314	283297
217316	9121
22702	132625
24127	54464
13426	1780
67841	64422
330064	8884
216797	339501
54607	9306
64095	2859
14084	11124
215418	64651
216853	55135
12558	1000
81004	79718
66691	26130
108105	84002
239650	387856
258469	7932
211739	222008
12326	814
79456	9401
210198	222545
237782	140775
11519	119
239790	344901
228003	10324
71601	125931
232947	284352
78803	286151
226359	165257
319207	84547
11938	488
319455	200150
319848	10050
246316	55203
12070	27018
104248	23523
278507	124857
69151	84328
57752	10579
101185	25913
231798	4034
244882	388121
19691	5965
67742	64092
234724	6898
19281	11122
67843	113829
71868	100506564
213556	130271
223917	338785
22671	7732
70484	11046
70392	142689
102635068	80063
75329	80063
320355	149998
27054	10483
214951	9028
67141	26271
432502	6128
19988	6128
243931	57616
78748	644943
20345	6404
244757	89944
70078	51406
239420	114788
19259	84867
14289	2358
231903	646625
71147	54995
76884	26999
21427	6944
252875	54468
74044	8458
68115	79568
68879	24148
24004	10742
52469	28958
320678	25900
20648	6640
228850	57148
242406	9827
258485	122742
259147	122742
320472	22843
241624	161829
18104	1728
208194	9941
67472	9650
17087	23643
67064	57132
20054	6209
69677	27177
216874	23125
67760	54407
230514	54741
75452	84164
226245	79949
12964	1418
226791	127018
237313	53832
378431	167838
69470	55654
208650	868
101095	8427
258405	390201
16573	3799
328699	200959
18452	8974
24100	131601
13164	57055
243813	94059
68214	119391
235504	26503
75467	285051
319446	64174
12840	1298
59052	51108
78444	145814
223658	727957
19270	5793
109108	10463
76580	142678
66793	79645
68891	57126
100042025	2597
14433	2597
70061	121214
52589	83988
67025	6135
56370	29114
381510	286148
18429	5020
52055	26056
238690	7594
18567	5134
67425	54869
101533	284366
106298	54700
60507	81890
69816	51237
22084	7249
66938	79729
53376	9099
69046	81689
246700	245932
12234	8945
57905	100534599
258420	390445
20444	6483
56309	26292
11839	374
17474	338339
232854	55659
76560	5652
11624	57491
100226	23673
69106	9399
244672	143884
53975	11218
329977	114827
109052	9119
78100	84437
17313	4256
110524	1609
217379	165324
16952	301
57912	56882
13813	8320
12458	1235
108995	374403
212670	117155
210172	116115
105513	91782
100273	114883
260408	377047
210933	577
117148	54550
100017	26119
238123	10466
329659	285315
12444	894
68420	88455
28035	10713
20321	391059
241447	253782
16399	3674
66350	81579
12944	1401
71325	126637
53379	3181
66786	338755
71891	81602
80288	283149
79263	56658
231386	91746
18071	4807
407243	387521
12331	10487
22380	11193
231876	22853
53611	143187
232934	339344
226823	51133
54126	8874
228839	60436
16997	4053
22178	7306
29820	55504
66201	51534
76501	29099
11861	10124
239170	64760
232333	6529
70591	64149
76740	23167
54194	26993
212996	64409
26895	64708
381409	60437
258647	402317
258647	346528
100039801	100132463
209586	23386
55984	84254
81909	7542
11836	369
27047	4958
75667	338661
77113	11275
216831	9912
235040	84971
234069	55795
66138	114049
50773	30833
229524	55154
108737	9943
68795	130507
170749	9110
69080	29926
75556	161502
14166	2256
14612	2701
270156	55216
234371	54929
76405	100506581
209692	55526
73246	166824
69479	441054
68024	8346
70573	55171
209334	348654
258991	219959
83671	54843
15439	3240
77582	79143
14622	2709
22771	7545
67096	25974
69129	92960
16495	3743
16819	3934
69675	7837
57249	55879
51793	23564
72672	9849
74616	79634
74318	84525
237558	196446
16594	64837
214191	164118
56357	3712
228550	3706
14803	2894
72320	26128
64058	64065
13010	1471
74051	261729
30928	10472
19014	5469
67872	54780
20324	8436
70257	9556
66121	118487
106861	171586
17384	4319
319965	200014
56358	51226
75007	55793
72425	79768
69585	148738
241490	129831
56296	63948
210035	23306
56710	1620
78308	56927
320162	90799
101351	285203
72190	285382
20732	6692
13612	10085
170771	202559
20198	6275
11568	165
98845	64787
18504	5076
216459	140465
20184	51720
12144	641
71870	25790
110749	8208
68559	81572
72962	1890
71148	57708
69253	3316
22201	7317
329421	140469
66548	339366
381694	145173
101772	55107
74131	54440
109658	200081
320405	93664
68628	84261
76411	112752
71233	219670
102866	5358
328845	81616
74143	4976
13007	1465
30934	27348
97961	79159
71999	26263
333088	375616
27409	64240
76282	2875
16525	3775
67444	80895
13713	2004
105734	84948
17119	4084
18160	4881
68178	84952
544678	85452
19059	5535
65969	8029
12508	963
17354	8028
78919	54752
22241	8408
74244	10533
207495	80115
235086	22997
18020	84901
12960	1414
30948	274
320752	283417
56525	9310
327978	162394
208164	389558
235574	27032
13169	28988
17155	4121
58198	6299
20187	6259
225655	10650
58235	5818
277496	198437
21940	939
66202	57456
76539	63877
244923	401265
433938	4330
75751	79711
11966	526
20508	6572
57028	57026
55949	1933
17993	4724
226470	360023
277939	26005
227195	54891
242557	84938
192157	30837
66881	51449
64010	60485
71449	51603
12125	10018
66365	60492
225912	220002
66234	6307
246277	51380
107747	10840
223770	23774
23836	28316
67868	23436
66077	54998
215494	84892
94254	81554
66177	59286
11489	8038
16969	51341
230908	23435
27062	8618
99889	27236
12049	10017
20537	6523
93724	26025
59125	140609
56727	55586
27226	7941
67088	23066
209378	80760
233977	8500
380969	57701
225922	219990
74039	150372
258302	81448
214585	80208
26936	23164
209131	401548
14167	2257
17305	4242
52206	29945
66373	23658
13476	7905
67446	285193
67471	55094
80718	5874
13058	1536
21812	7046
228012	9874
18387	4986
230025	59336
16909	4005
11302	9625
11565	122622
64929	8796
16874	26468
207227	9515
21924	7134
17076	4065
217011	54475
11569	121536
192197	54828
74895	57821
217149	284106
100504524	284106
216198	255394
14121	2203
72567	9774
259034	144125
12521	3732
244886	123591
14767	10316
71897	130576
20514	6510
11740	292
56708	23529
26451	6157
244071	123624
22059	7157
232400	144203
404346	343171
140491	5506
71667	55069
665155	6729
24067	6729
66397	51128
14120	8789
15381	3183
13041	1521
73192	11260
18301	53827
52874	9933
207839	11226
328949	4163
66637	116461
67702	284996
277343	90199
70598	27145
330890	143689
78754	117248
26913	114787
235044	64748
28113	26277
100040843	1579
13117	1579
666168	1579
170755	100533105
170755	23678
11865	406
545260	340075
171211	128178
67776	4013
241846	149986
23794	11096
258554	26648
66922	22800
380660	79611
228812	128869
13448	1796
21416	6934
72615	124401
230848	9923
22698	100131827
19823	9616
19057	5533
12340	829
11828	360
74347	57707
70993	221191
75526	100526773
17698	4478
26572	8533
27360	120
17219	4175
328440	10361
76917	114984
228777	80023
384185	132946
69482	129401
19041	5493
12985	1440
383103	780776
105833	85478
19729	55974
83675	80114
57315	9277
23807	10425
17128	4089
54721	7297
232337	7580
227541	57118
12308	794
232816	89887
16401	3676
234395	83878
68943	65018
69317	127540
98999	57169
16912	5698
72775	2178
101202	253012
319901	92126
171282	122970
387515	259286
240239	134391
17025	210
51799	10900
238333	161394
70567	118924
330721	341676
382620	283578
54450	26525
232210	56941
16511	3757
109222	5918
118446	349149
229277	161003
269855	284297
13712	2002
16325	3626
269589	84958
381738	92749
18127	4846
17692	10943
21379	9238
330222	221935
381077	124093
258656	392390
101056229	353332
74176	9333
114615	55520
217310	283987
331535	6906
12578	1029
66559	254042
240514	11007
258573	338675
74585	121665
71532	63939
13864	2063
280621	348303
52521	90441
71829	414301
26920	11064
263803	29941
210145	56269
110279	613
72281	63898
193452	7738
17719	4538
71766	125950
195359	135644
70231	26003
216345	196441
56174	55577
66877	51340
78779	124044
67050	79576
330460	284417
26893	10980
231691	10993
231327	5471
381126	64762
104394	1874
66273	28971
69994	6248
15402	3202
56041	8615
69770	55009
101861	92105
231872	7965
170441	81031
78004	222171
14694	10399
240660	159371
381845	646862
235611	5364
320747	339398
213452	25778
59002	49856
29859	25830
232585	221806
76551	8030
12759	1191
209047	126326
73694	55471
104156	2119
13483	1804
14218	9644
68477	64795
68836	122704
56744	5196
18400	5002
107522	9718
20219	325
218397	5921
244859	255239
195236	94026
107527	8808
102657	80381
15519	3320
12261	708
217331	85451
242506	257019
20737	6693
11529	131
56412	84273
14852	2935
235406	257364
13340	3177
11555	154
12479	912
242109	90874
394430	54575
394434	54575
394430	54576
394434	54576
394430	54577
394434	54577
394430	54600
394434	54600
74105	23062
320435	126432
52712	7566
259021	219473
16322	3623
231134	285489
65113	80762
20932	6836
237542	114882
245860	79065
225004	388939
207181	27303
57435	729359
208647	64764
209091	85417
11699	259
241556	90139
16413	9270
433256	51703
68460	201140
12353	765
320473	54497
75660	55957
215748	154043
22033	7188
330660	118663
60345	83714
107526	55303
70127	8110
330470	100131137
75079	166793
11840	375
231841	221927
101867	23378
258216	390162
54397	9374
212377	253714
27393	54148
53972	25791
234086	157697
18481	5063
259095	119694
11907	11101
27416	10057
103743	26022
209012	54986
67874	56475
56812	3300
72080	89958
14420	2581
20520	6584
15194	3064
12041	10295
380773	81892
58207	29015
59026	10075
382867	118738
246787	6524
76166	79363
56279	138311
68226	84288
233065	84964
23837	10428
320139	5778
52009	90861
23893	64388
65020	10782
170936	10782
78885	100529144
78885	79585
235459	2958
213393	11067
13121	1595
17364	4308
67500	55749
226591	261726
14828	3309
66673	22986
223646	93100
56542	22858
232440	55766
20350	6405
329207	375316
246728	4939
65967	60678
83993	9095
227120	5334
20068	6218
77596	266977
100201	169200
24083	256302
17279	9833
66399	10102
226043	55871
18088	4821
207704	85865
210973	25948
12903	1381
59290	10223
320165	6867
57263	84666
105005	151354
78619	203523
14272	2339
64654	8074
54003	4753
66473	440387
72982	51524
231861	84629
56470	10287
18843	51297
210766	79184
58988	6199
79555	81688
213449	169966
12563	1004
66445	1537
319352	196500
71760	64850
80291	196383
226747	25909
75812	55617
69940	55763
319167	8335
17932	4661
11516	116
71924	51175
21832	7066
13800	55740
268445	124930
67067	140823
319807	57495
385380	1527
72135	26108
67290	123207
105440	54793
76645	114780
73728	5662
22793	7791
208968	55609
65964	51776
246196	11179
71947	9772
258616	158131
338370	259232
237886	146857
276950	146857
381062	55780
100637	90634
67667	91801
100042314	221357
14858	221357
100042295	221357
14857	221357
218210	9972
18718	5305
234374	54555
58229	79825
16430	3703
320292	153020
237868	23098
78906	126353
66085	8665
268297	256380
236920	9754
387616	50840
239852	131368
66894	11060
224093	131583
15375	3169
66627	79676
22787	7783
66056	147807
108800	85439
74270	10868
56404	9325
239739	27074
11787	323
17685	4436
67374	58494
353287	497190
58250	50515
18712	5292
16328	11190
110198	8574
71078	11085
240675	340706
386655	163126
107477	2979
20238	6310
19261	140885
26386	3299
223227	11166
13610	1903
60367	26280
243084	28983
54373	10279
73242	79969
67832	55299
215387	23397
52626	91368
229731	29957
70785	79958
216225	160728
69068	56892
12570	8941
23969	29993
21858	7077
109791	1208
627607	145497
384309	81844
83962	53339
70454	91687
258832	81797
66972	79085
76820	81553
236848	84548
12705	4435
100233175	84520
233912	79798
192678	283349
211482	151651
18377	4974
72895	55209
233038	342897
74769	5291
66226	6399
100534273	90342
232491	79912
246179	2218
22036	10293
74022	84656
71973	348093
381314	55699
17702	4488
259113	81282
55988	29934
13382	1738
231128	8603
13510	1828
225256	1828
30805	6583
239083	57820
11773	1173
214627	64282
14190	10875
246198	4302
209232	149708
229445	1519
20692	6678
18722	11025
100041146	11025
18726	11025
18725	11025
18733	11025
100038909	11025
18729	11025
59041	10494
71801	79666
11421	1636
72318	27128
81904	59284
110082	1767
17180	4146
20538	6530
73024	56851
67753	54586
58520	11161
234695	146206
20420	56961
224648	54887
68229	144097
67199	5201
235036	56342
217410	28951
97112	51068
64817	79987
22423	7479
16176	3553
14810	2902
233537	220032
56786	56674
76718	57828
320225	57828
66102	58191
192285	51317
69227	51714
12224	688
54632	24140
246154	114990
214523	56649
235634	100132146
20997	6862
23829	10882
625098	145389
70893	112937
67800	84649
104175	388228
52013	27291
11747	308
225861	254122
19244	8073
319165	8336
14463	2626
20227	9092
226123	118812
12928	1398
67951	84617
80750	9683
19277	5800
93732	8309
68490	163033
21350	6887
74513	81831
74435	127255
226610	149297
66259	55450
219257	64881
16859	284194
67204	8894
94192	56913
75580	57659
71751	9175
64213	7982
21645	202500
12442	9133
67738	5481
60534	2189
223828	51535
236727	84679
69871	221908
209448	3226
56096	10761
320844	386724
20276	6337
66196	80179
228482	9824
68195	8635
100037283	8635
69299	140462
57743	55176
211255	84078
54484	23608
667118	100381270
99167	117178
76980	134111
207352	11196
215445	9727
17476	219972
26564	4920
28081	84923
22763	51663
58178	114815
16194	3570
11534	132
21750	7014
223978	55313
76800	84132
98221	10480
227331	26058
227699	23511
19672	5954
52432	55844
11853	389
17294	4232
67483	138255
50787	266722
99650	25912
258746	390067
68054	145264
244199	341277
98314	728294
21923	3371
73230	168667
69640	644815
230163	229
66618	11017
108705	754
327655	9677
21871	23545
232286	7110
671535	84875
73809	340562
16421	3695
72960	116447
24017	11342
84585	63891
66912	28969
67149	79570
23890	2857
241525	219539
237553	29953
11798	331
100042555	3590
16158	3590
16157	3590
100038993	3590
13714	2005
244885	646892
224617	57465
16392	3670
546840	388633
70028	9980
18760	5587
58875	11112
640524	51332
228807	84905
574428	84225
68142	54617
76768	250
69189	199675
56642	26287
68106	115024
107995	991
381196	79703
11944	495
56527	22983
353234	56146
20191	6262
20842	10274
13665	1965
380713	8578
11666	215
12822	80781
258319	79295
68233	100128071
228980	6874
319740	118813
72930	5521
319899	57572
327959	54739
67826	116841
226866	157869
72416	10128
73674	84128
74717	128153
330319	644150
224454	79683
20166	6242
407819	497661
18949	5411
57816	54997
66176	26151
14585	2674
22415	7473
228061	8540
106143	8545
69568	154807
66923	55193
117149	114609
27280	23612
76719	284058
225579	28965
68652	23118
57271	26686
72357	64897
11690	241
75645	374355
66989	222658
381544	339541
18844	5361
23945	11343
12741	7122
68098	25898
66447	4259
77627	64800
71954	64426
117146	89910
110532	104
17222	64682
66089	64777
59045	10948
231293	80157
242050	285313
14787	114822
102747	54839
271377	27107
64450	54329
66074	153339
12615	1058
73218	56928
20899	346673
11625	197
434903	4113
14198	2272
242642	84842
16493	3741
20620	10769
13123	9420
21906	133060
18120	740
59021	5862
13162	6531
242235	345193
240960	127602
74121	55289
16593	3831
20196	6284
50785	9394
16001	3480
74147	1962
240667	25956
66460	90196
80911	8310
233724	440026
21815	7050
106344	5984
20284	11341
26877	8708
14782	2936
72605	56934
56736	9604
69524	90952
12162	655
71793	57117
239618	29951
77721	64969
50918	91663
13642	1948
12589	28981
319266	148304
12265	4261
70552	115399
333182	125965
207521	23220
20916	8803
58233	55466
207165	2186
21752	7015
228875	51006
208213	92293
66583	51013
272428	54988
381148	389333
625286	653567
75219	150290
68145	54465
207214	113251
93696	54108
272382	6689
74206	23094
68617	23255
54167	29851
382038	9816
228869	57727
12877	64506
20751	6697
210808	144811
74159	91452
66401	318
14960	3117
20472	10736
246709	6003
242864	222236
15199	50865
545291	60495
102182	90826
259036	144124
17060	29760
67979	84896
225131	51322
235505	135228
83553	8277
17001	4056
70572	3843
64292	9536
626578	163351
100702	163351
236573	163351
17472	163351
634650	163351
329693	83416
73072	80164
72519	55529
78473	8631
11781	9179
12333	823
11852	388
77619	153768
69870	84265
21816	7051
67020	92162
16671	3881
16660	3881
71888	3881
101994	283489
399558	23768
104799	63894
60510	143425
105348	51280
258562	390174
106326	114885
17877	4617
66141	10410
270672	389840
12524	942
68045	51637
216021	219736
72050	79070
58187	9071
227102	94101
15894	3383
15450	3990
20440	6480
21838	7070
19294	5819
72049	115650
14790	113246
56516	5939
223669	7553
223473	79815
99152	29882
76574	84879
75316	79101
104625	57472
338372	4293
382089	134701
71521	23244
217449	51112
11745	306
67980	132789
52150	9424
258736	219957
100040972	56849
72722	25940
277328	8989
18750	5578
20505	6569
57277	57152
66359	116228
66942	8886
245050	729085
67877	51126
67196	29089
110382	732
103768	27175
60533	29126
14784	2885
66538	91582
223922	11016
94064	51264
214580	118672
78134	2846
56044	5898
14863	2944
380669	389421
74140	10548
14161	2243
71276	284001
226040	169693
14658	2743
69810	170482
63828	64122
73130	50999
18996	5457
20404	6456
72238	9779
12630	3426
211896	91614
68346	23408
100504608	25895
109218	135932
210135	7733
76947	137682
100503710	648044
239555	54471
15451	3249
94187	23090
319991	221458
258929	403284
258723	403284
67296	122809
16341	3646
170711	161725
271305	112885
74777	57190
20544	6548
68521	10712
14130	2213
69480	23508
100503890	100131801
19719	5986
106407	200931
17160	23324
235130	170689
12696	1153
214111	9187
107829	8563
71863	165100
21366	6533
12590	1044
12512	967
18711	200576
51810	3192
67291	339230
18302	170392
12393	860
105298	54749
74511	10234
71684	375287
56838	56477
232944	57787
69582	23207
233276	114791
333670	150248
14426	8693
109241	55777
22436	7498
20347	7869
11993	550
17221	4179
67824	57407
216344	23011
225888	51111
22156	7286
109978	420
216161	22904
751865	100316904
12155	9210
238057	151449
76302	57092
13211	1660
56878	5937
227634	157922
21930	7130
68379	25792
216028	347731
214572	54496
53859	9020
67398	6734
11752	653145
11752	728113
243822	284418
11811	10930
12505	960
16596	10661
68816	51645
64290	27023
58523	55250
278097	54470
17392	4314
107448	90249
21954	7137
76857	339745
19090	5591
230075	4712
13992	10656
11932	482
60363	24146
66291	57150
20104	6194
83924	7107
246293	57563
68942	25978
66528	643008
225358	51306
12336	826
59058	27319
17283	4221
109006	57019
74653	84197
16775	3910
59095	53826
59036	51339
625328	126961
12518	973
435286	728318
228859	128486
74114	54677
22319	9341
545893	100287284
217031	6871
68703	473
408068	100287226
212281	100287226
100416706	100287226
17972	4689
14731	8733
109305	84876
11949	509
242022	341640
103967	26052
72098	137695
21769	60685
76261	55286
114642	676
13075	1588
69281	132851
11771	160
18417	5010
57773	10785
106869	25816
14776	2877
108114	10864
100042150	9542
320027	23105
13661	26298
100503355	127665
329828	57462
66371	92421
67027	23609
104816	374569
11754	8639
111368	23627
26434	23627
68842	56995
20568	6590
67070	26065
57738	6565
72199	64210
83704	56996
20740	6709
12933	1400
140703	129080
76775	84068
20465	6493
19736	5999
13445	8099
16889	3988
230738	80149
214469	130074
381399	149954
232906	2909
434203	9154
665119	9717
100465	148932
77701	286256
74901	9920
70797	54467
71950	79923
55950	25798
238555	10385
69890	51222
102634296	100130361
102634296	100132994
15939	51278
21771	84916
12398	863
108014	8683
140629	22888
100862375	9583
67464	9583
75656	128653
52357	80014
66096	389541
51798	1891
53424	7257
666311	221785
